1.39.2.1|Поле|-|-|-|-|Нет|!!ToDo: Добавить описание|{"number": "1.39.2.1", "maxDate": "2100-01-01T00:00:00", "minDate": "1900-01-01T00:00:00"}
1.39.3|Поле|Код плательщика по Сводному реестру|consRegisterPayerCode|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.39.3", "name": "consRegisterPayerCode", "static": false, "dataType": "STRING", "fetchMode": "NORMAL", "displayName": "Код плательщика по Сводному реестру", "hideFilterOptions": false, "dataFieldLastPublishedName": "payerCode"}
1.39.4|Поле|Код плательщика по Московскому реестру|mosRegistryPayerCode|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.39.4", "name": "mosRegistryPayerCode", "static": false, "dataType": "STRING", "fetchMode": "NORMAL", "displayName": "Код плательщика по Московскому реестру", "hideFilterOptions": false, "dataFieldLastPublishedName": "mosRegistry"}
1.39.5|Поле|Наименование учреждения (организации, плательщика)|orgName|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.39.5", "name": "orgName", "static": false, "dataType": "STRING", "fetchMode": "NORMAL", "displayName": "Наименование учреждения (организации, плательщика)", "hideFilterOptions": false}
1.39.1|Поле|-|-|-|-|Нет|!!ToDo: Добавить описание|{"number": "1.39.1"}
1.40|Поле|Код ОКОПФ|okopf|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.40", "name": "okopf", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Код ОКОПФ", "hideFilterOptions": false}
1.41|Поле|Наименование ОКОПФ|okopfName|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.41", "name": "okopfName", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Наименование ОКОПФ", "hideFilterOptions": false}
1.42|Поле|Код ОКФС|okfs|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.42", "name": "okfs", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Код ОКФС", "hideFilterOptions": false}
1.43|Поле|Наименование ОКФС|okfsName|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.43", "name": "okfsName", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Наименование ОКФС", "hideFilterOptions": false}
1.44|Поле|Код ОКТМО|oktmo|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.44", "name": "oktmo", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Код ОКТМО", "hideFilterOptions": false}
1.45|Поле|Наименование ОКТМО|oktmoName|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.45", "name": "oktmoName", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Наименование ОКТМО", "hideFilterOptions": false}
1.46|Поле|Код ОКПО|okpo|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.46", "name": "okpo", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Код ОКПО", "hideFilterOptions": false}
1.47|Поле|Код ОКОГУ|okogu|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.47", "name": "okogu", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Код ОКОГУ", "hideFilterOptions": false}
1.48|Поле|Наименование ОКОГУ|okoguName|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.48", "name": "okoguName", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Наименование ОКОГУ", "hideFilterOptions": false}
1.49|Поле|Код отрасли|industryCode|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.49", "name": "industryCode", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Код отрасли", "hideFilterOptions": false}
1.50|Поле|Код ОГС|ogs|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.50", "name": "ogs", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Код ОГС", "hideFilterOptions": false}
1.51|Поле|Код ППО по ОКТМО|ppoCode|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.51", "name": "ppoCode", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Код ППО по ОКТМО", "hideFilterOptions": false}
1.52|Поле|Наименование ППО|ppoName|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.52", "name": "ppoName", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Наименование ППО", "hideFilterOptions": false}
1.53|Поле|Вид ППО|ppoType|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.53", "name": "ppoType", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Вид ППО", "hideFilterOptions": false}
1.54|Поле|Наименование вида ППО|ppoTypeName|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.54", "name": "ppoTypeName", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Наименование вида ППО", "hideFilterOptions": false}
1.55|Поле|ОГРН вышестоящей организации|parentOrgOgrn|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.55", "name": "parentOrgOgrn", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "ОГРН вышестоящей организации", "hideFilterOptions": false}
1.56|Поле|Код по Мос.реестру вышестоящей организации|parentOrgMosRegistryCode|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.56", "name": "parentOrgMosRegistryCode", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Код по Мос.реестру вышестоящей организации", "hideFilterOptions": false}
1.57|Поле|Код по Сводному реестру вышестоящей организации|parentOrgConsRegistryCode|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.57", "name": "parentOrgConsRegistryCode", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Код по Сводному реестру вышестоящей организации", "hideFilterOptions": false}
1.58|Поле|Наименование вышестоящей организации|parentOrgName|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.58", "name": "parentOrgName", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Наименование вышестоящей организации", "hideFilterOptions": false}
1.59|Поле|Способ образования юридического лица|formingMethod|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.59", "name": "formingMethod", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Способ образования юридического лица", "hideFilterOptions": false}
1.60|Поле|Наименование способа образования|formMethodName|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.60", "name": "formMethodName", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Наименование способа образования", "hideFilterOptions": false}
1.61|Вложенный список|Вложенный список "Сведения об учредителе (участнике) организации (по данным ЕГРЮЛ)"|founderInformationEgrul|-|-|-|!!ToDo: Добавить описание|{"number": "1.61", "name": "founderInformationEgrul", "static": false, "dataType": "LIST", "fetchMode": "NORMAL", "displayName": "Сведения об учредителе (участнике) организации (по данным ЕГРЮЛ)", "hideFilterOptions": false}
1.61.1|Поле|Полное наименование|founderFullName|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.61.1", "name": "founderFullName", "static": false, "dataType": "STRING", "fetchMode": "NORMAL", "displayName": "Полное наименование", "hideFilterOptions": false}
1.61.2|Поле|ИНН|founderInn|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.61.2", "name": "founderInn", "static": false, "dataType": "STRING", "fetchMode": "NORMAL", "displayName": "ИНН", "hideFilterOptions": false}
1.61.3|Поле|ОГРН|founderOgrn|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.61.3", "name": "founderOgrn", "static": false, "dataType": "STRING", "fetchMode": "NORMAL", "displayName": "ОГРН", "hideFilterOptions": false, "dataFieldLastPublishedName": "founderKpp"}
1.61.4|Поле|Дата начала действия|founderStartDate|Дата|-|Нет|!!ToDo: Добавить описание|{"number": "1.61.4", "name": "founderStartDate", "static": false, "dataType": "DATE", "fetchMode": "NORMAL", "displayName": "Дата начала действия", "hideFilterOptions": false}
1.61.4.1|Поле|-|-|-|-|Нет|!!ToDo: Добавить описание|{"number": "1.61.4.1", "maxDate": "2100-01-01T00:00:00", "minDate": "1900-01-01T00:00:00"}
1.61.1|Поле|-|-|-|-|Нет|!!ToDo: Добавить описание|{"number": "1.61.1"}
1.62|Вложенный список|Вложенный список "Сведения об учредителе (участнике) организации"|founderInfo|-|-|-|!!ToDo: Добавить описание|{"number": "1.62", "name": "founderInfo", "static": false, "dataType": "LIST", "fetchMode": "NORMAL", "calculated": false, "displayName": "Сведения об учредителе (участнике) организации", "hideFilterOptions": false}
1.62.1|Поле|Код главы по БК|bkFounderCode|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.62.1", "name": "bkFounderCode", "static": false, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Код главы по БК", "hideFilterOptions": false}
1.62.2|Поле|Код по сводному реестру|consRegistryFounderCode|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.62.2", "name": "consRegistryFounderCode", "static": false, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Код по сводному реестру", "hideFilterOptions": false}
1.62.3|Поле|Код по Московскому реестру|mosRegistryFounderCode|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.62.3", "name": "mosRegistryFounderCode", "static": false, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Код по Московскому реестру", "hideFilterOptions": false}
1.62.4|Поле|Наименование главного распорядителя бюджетных средств|grbsFounderCode|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.62.4", "name": "grbsFounderCode", "static": false, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Наименование главного распорядителя бюджетных средств", "hideFilterOptions": false}
1.62.1|Поле|-|-|-|-|Нет|!!ToDo: Добавить описание|{"number": "1.62.1"}
1.63|Поле|Тип заявки|applicationType|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.63", "name": "applicationType", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Тип заявки", "hideFilterOptions": false}
1.64|Поле|Дата заявки|applicationDate|Дата|-|Нет|!!ToDo: Добавить описание|{"number": "1.64", "name": "applicationDate", "static": true, "dataType": "DATE", "fetchMode": "NORMAL", "calculated": false, "displayName": "Дата заявки", "hideFilterOptions": false}
1.64.1|Поле|-|-|-|-|Нет|!!ToDo: Добавить описание|{"number": "1.64.1", "maxDate": "2100-01-01T00:00:00", "minDate": "1900-01-01T00:00:00"}
1.65|Поле|№ (номер заявки)|applicationNumber|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.65", "name": "applicationNumber", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "№ (номер заявки)", "hideFilterOptions": false}
1.66|Поле|Статус|applicationSatatus|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.66", "name": "applicationSatatus", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Статус", "hideFilterOptions": false}
1.67|Поле|Вид организации|organizationType|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.67", "name": "organizationType", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Вид организации", "hideFilterOptions": false}
1.68|Поле|Предыдущая заявка|previousApp|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.68", "name": "previousApp", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Предыдущая заявка", "hideFilterOptions": false}
1.69|Поле|Тип документа|adminDocType|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.69", "name": "adminDocType", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Тип документа", "hideFilterOptions": false}
1.70|Поле|Номер|adminDocNumber|Текстовый|-|Нет|!!ToDo: Добавить описание|{"number": "1.70", "name": "adminDocNumber", "static": true, "dataType": "STRING", "fetchMode": "NORMAL", "calculated": false, "displayName": "Номер", "hideFilterOptions": false}
